epoch,acc,loss,lr,val_acc,val_loss
40,0.779119932209242,0.5250934885687824,9.999999747378752e-05,0.8064516171332329,0.4932907319838001
41,0.7700603933967939,0.5161535798783339,9.999999747378752e-05,0.8038709728948532,0.49368215914695496
42,0.7696289913833295,0.5105037179818125,9.999999747378752e-05,0.8051612942449509,0.49301443792158556
43,0.7795513369997994,0.514432357805777,9.999999747378752e-05,0.804516133569902,0.49120351652945243
44,0.7761000864355599,0.5134153787024172,9.999999747378752e-05,0.801290326349197,0.49280846503473097
45,0.7683347690917995,0.521383019410093,9.999999747378752e-05,0.8000000034609148,0.4905515524648851
46,0.7722174282522424,0.5133728877648492,9.999999747378752e-05,0.8032258114507121,0.4904562957825199
47,0.7653149244495256,0.5145389295478028,9.999999747378752e-05,0.8064516171332329,0.49020149246338873
48,0.786453839928246,0.501070776795189,4.999999873689376e-05,0.8058064572272762,0.49047772115276705
49,0.7834339922517409,0.5080215470146989,4.999999873689376e-05,0.8032258114507121,0.4904185002849948
50,0.7778257138776409,0.5027340043197941,4.999999873689376e-05,0.805806456458184,0.49074461537022745
51,0.7842968088784436,0.5010593375118773,4.999999873689376e-05,0.805806456458184,0.49004633657393915
52,0.7886108697952126,0.5019963573442645,4.999999873689376e-05,0.8038709736639453,0.48864824694971887
53,0.7804141485351648,0.498082456761542,4.999999873689376e-05,0.8070967785773738,0.4875457855962938
54,0.7877480555341818,0.4984337511609812,4.999999873689376e-05,0.8096774233925728,0.48677811084255096
55,0.7855910281357423,0.48438634352502996,4.999999873689376e-05,0.8083871012733829,0.4861939437927738
56,0.7804141507465537,0.48913271469325215,4.999999873689376e-05,0.8070967799232852,0.48682178681896576
57,0.7847282168060875,0.4926646159474864,4.999999873689376e-05,0.8058064570350032,0.4866768629320206
58,0.7838653985337002,0.5089967885955435,4.999999873689376e-05,0.8051612963599544,0.4864782110337288
59,0.7873166535207174,0.49392018591257086,4.999999873689376e-05,0.8070967799232852,0.48696528096352854
60,0.7881794669074782,0.4802209856800214,4.999999873689376e-05,0.8064516192482364,0.48628305004489036
61,0.7907679045478058,0.47814597591847774,4.999999873689376e-05,0.8051612963599544,0.4866356872743176
62,0.786453839053976,0.49495151718697533,4.999999873689376e-05,0.8045161341467212,0.48606561460802633
63,0.7855910240215305,0.4940179741464883,4.999999873689376e-05,0.8038709719334879,0.4871444140711138
64,0.7842968109355495,0.503776219613188,2.499999936844688e-05,0.8038709742407645,0.4871800822596396
65,0.7873166526464473,0.4848023911197192,2.499999936844688e-05,0.8032258120275313,0.4866135820265739
66,0.7842968088784436,0.4913161060129187,2.499999936844688e-05,0.8051612955908621,0.48667246833924327
67,0.7916307165974477,0.5036770586724729,2.499999936844688e-05,0.8051612955908621,0.4867208273180069
68,0.7868852441530992,0.48998719500096527,2.499999936844688e-05,0.8064516184791441,0.48614702147822225
69,0.7860224360119586,0.4912303391461541,2.499999936844688e-05,0.8070967799232852,0.4857031876041043
70,0.7959447771027954,0.4849527430904642,2.499999936844688e-05,0.8070967799232852,0.4855748491902505
71,0.7851596170195843,0.48737935494306894,2.499999936844688e-05,0.8070967799232852,0.4859664094063543
72,0.7920621216965709,0.4855378157779819,2.499999936844688e-05,0.8070967799232852,0.48623671608586466
